store_name,purchase_date,processed_at,source_image,product_name_raw,product_name,category_major,category_sub,amount_krw,notes
춘천제일식자재마트,,2026-04-08T16:03:09,data/receipt_images/sample_chuncheon.png,004 농심)감자깡75g,감자깡,신선 식재료,농산물,,
춘천제일식자재마트,,2026-04-08T16:03:09,data/receipt_images/sample_chuncheon.png,005 한돈부어스트 오리지널 450g(225*,한돈부어스트 오리지널 450g,가공 식재료,육가공품,,
춘천제일식자재마트,,2026-04-08T16:03:09,data/receipt_images/sample_chuncheon.png,007방가루새우김100,방가루새우김,가공 식재료,수산가공품,,
춘천제일식자재마트,,2026-04-08T16:03:09,data/receipt_images/sample_chuncheon.png,013 감급,감급,신선 식재료,농산물,,
춘천제일식자재마트,,2026-04-08T16:03:09,data/receipt_images/sample_chuncheon.png,015 쥬시클파인930m| 930m,쥬시클파인930m,신선 식재료,농산물,,
춘천제일식자재마트,,2026-04-08T16:03:09,data/receipt_images/sample_chuncheon.png,016 가쓰오우동+튀김우동 4인분957g,가쓰오우동+튀김우동 4인분,가공 식재료,면류,,
춘천제일식자재마트,,2026-04-08T16:03:09,data/receipt_images/sample_chuncheon.png,017(푸)생생바나나4인 225*4me,생생바나나4인 225 4me,신선 식재료,농산물,,
춘천제일식자재마트,,2026-04-08T16:03:09,data/receipt_images/sample_chuncheon.png,020 초)포장두부 550(국산)1맥,포장두부 550,신선 식재료,농산물,,
춘천제일식자재마트,,2026-04-08T16:03:09,data/receipt_images/sample_chuncheon.png,021깨잎,깨잎,신선 식재료,농산물,,
